"Chromosome","Gene","E.coli_85","E.coli_86","B.subtillis_94","B.subtillis_95"
"chrIV_pilon","g12844",4,6,6,10
"chrIV_pilon","g12845",8,21,25,6
"chrIV_pilon","g12846",8,8,6,11
"chrIV_pilon","g12847",8,10,4,6
"chrIV_pilon","g12848",48,68,52,103
"chrIV_pilon","g12849",9,3,2,3
"chrIV_pilon","g12850",0,0,0,0
"chrIV_pilon","g12851",1,0,1,1
"chrIV_pilon","g12852",0,2,1,1
"chrIV_pilon","g12853",0,0,0,0
"chrIV_pilon","g12854",48,64,28,22
"chrIV_pilon","g12855",473,477,359,386
"chrIV_pilon","g12856",161,182,121,169
"chrIV_pilon","g12857",1,3,4,2
"chrIV_pilon","g12858",131,151,203,276
"chrIV_pilon","g12859",0,0,0,2
"chrIV_pilon","g12860",0,0,0,1
"chrIV_pilon","g12861",88,108,62,176
"chrIV_pilon","g12862",1380,1620,1175,1084
"chrIV_pilon","g12863",0,5,3,1
"chrIV_pilon","g12864",23,17,18,39
"chrIV_pilon","g12865",11299,13106,9658,11816
"chrIV_pilon","g12866",405,393,338,353
"chrIV_pilon","g12867",335,381,245,236
"chrIV_pilon","g12868",59,77,24,33
"chrIV_pilon","g12869",7,5,7,7
"chrIV_pilon","g12870",0,1,1,4
"chrIV_pilon","g12871",55,34,35,42
"chrIV_pilon","g12872",1,1,0,4
"chrIV_pilon","g12873",22,11,26,15
"chrIV_pilon","g12874",4,0,1,0
"chrIV_pilon","g12875",0,0,0,0
"chrIV_pilon","g12876",215,165,142,201
"chrIV_pilon","g12877",13,21,14,15
"chrIV_pilon","g12878",194,206,160,161
"chrIV_pilon","g12879",233,292,153,193
"chrIV_pilon","g12880",12,20,14,21
"chrIV_pilon","g12881",23,24,10,18
"chrIV_pilon","g12882",32,34,55,43
"chrIV_pilon","g12883",1,2,0,1
"chrIV_pilon","g12884",0,0,0,0
"chrIV_pilon","g12885",0,0,1,0
"chrIV_pilon","g12886",3,2,4,2
"chrIV_pilon","g12887",0,0,0,0
"chrIV_pilon","g12888",0,0,0,0
"chrIV_pilon","g12889",0,0,0,0
"chrIV_pilon","g12890",2,2,1,3
"chrIV_pilon","g12891",1,4,2,7
"chrIV_pilon","g12892",46,49,17,26
"chrIV_pilon","g12893",81,92,65,57
"chrIV_pilon","g12894",352,361,237,232
"chrIV_pilon","g12895",87,120,70,70
"chrIV_pilon","g12896",0,0,0,1
"chrIV_pilon","g12897",13,13,12,12
"chrIV_pilon","g12898",0,0,0,0
"chrIV_pilon","g12899",0,0,0,0
"chrIV_pilon","g12900",2,0,1,2
"chrIV_pilon","g12901",45,61,44,46
"chrIV_pilon","g12902",0,0,0,0
"chrIV_pilon","g12903",0,0,0,0
"chrIV_pilon","g12904",0,5,4,6
"chrIV_pilon","g12905",27,22,19,10
"chrIV_pilon","g12906",7,20,3,5
"chrIV_pilon","g12907",0,0,1,0
"chrIV_pilon","g12908",0,0,0,0
"chrIV_pilon","g12909",0,0,0,0
"chrIV_pilon","g12910",7,5,6,6
"chrIV_pilon","g12911",2,5,3,1
"chrIV_pilon","g12912",11,20,6,29
"chrIV_pilon","g12913",936,858,607,868
"chrIV_pilon","g12914",0,1,0,1
"chrIV_pilon","g12915",1,0,2,3
"chrIV_pilon","g12916",494,252,619,333
"chrIV_pilon","g12917",1,3,3,2
"chrIV_pilon","g12918",765,310,399,216
"chrIV_pilon","g12919",42,42,32,34
"chrIV_pilon","g12920",4,7,1,5
"chrIV_pilon","g12921",0,0,0,2
"chrIV_pilon","g12922",1,1,1,3
"chrIV_pilon","g12923",0,1,1,4
"chrIV_pilon","g9431",0,0,0,1
"chrIV_pilon","g9432",0,0,0,0
"chrIV_pilon","g9433",0,0,0,0
"chrIV_pilon","g9434",0,0,0,0
"chrIV_pilon","g9435",0,0,0,0
"chrIV_pilon","g9436",0,0,0,0
"chrIV_pilon","g9437",0,0,0,0
"chrIV_pilon","g9438",17,16,8,15
"chrIV_pilon","g9439",0,0,0,0
"chrIV_pilon","g9440",0,0,0,0
"chrIV_pilon","g9441",71,64,58,83
"chrIV_pilon","g9442",2,0,2,3
"chrIV_pilon","g9443",0,0,0,0
"chrIV_pilon","g9444",0,0,0,0
"chrIV_pilon","g9445",174,166,122,154
"chrIV_pilon","g9446",321,320,238,277
"chrIV_pilon","g9447",342,406,278,276
"chrIV_pilon","g9448",142,160,135,166
"chrIV_pilon","g9449",38,28,22,47
"chrIV_pilon","g9450",0,3,5,7
"chrIV_pilon","g9451",7,1,9,4
"chrIV_pilon","g9452",6,7,16,26
"chrIV_pilon","g9453",4,12,9,25
"chrIV_pilon","g9454",70,60,33,54
"chrIV_pilon","g9455",79,89,60,89
"chrIV_pilon","g9456",75,69,53,62
"chrIV_pilon","g9457",482,544,332,348
"chrIV_pilon","g9458",18,10,7,9
"chrIV_pilon","g9459",44,46,31,37
"chrIV_pilon","g9460",136,172,123,152
"chrIV_pilon","g9461",86,126,86,101
"chrIV_pilon","g9462",195,244,169,182
"chrIV_pilon","g9463",378,387,287,353
"chrIV_pilon","g9464",317,354,253,226
"chrIV_pilon","g9465",274,286,202,280
"chrIV_pilon","g9466",406,257,370,320
"chrIV_pilon","g9467",0,0,0,0
"chrIV_pilon","g9468",322,377,226,268
"chrIV_pilon","g9469",75,121,85,109
"chrIV_pilon","g9470",2,11,4,3
"chrIV_pilon","g9471",171,189,138,133
"chrIV_pilon","g9472",113,84,78,120
"chrIV_pilon","g9473",22,11,6,11
"chrIV_pilon","g9474",1,1,0,0
"chrIV_pilon","g9475",0,1,0,0
"chrIV_pilon","g9476",72,61,38,45
"chrIV_pilon","g9477",0,0,0,0
"chrIV_pilon","g9478",34,31,27,37
"chrIV_pilon","g9479",0,2,1,1
"chrIV_pilon","g9480",2,5,2,7
"chrIV_pilon","g9481",249,260,351,379
"chrIV_pilon","g9482",47,35,46,34
"chrIV_pilon","g9483",0,1,2,2
"chrIV_pilon","g9484",123,103,119,140
"chrIV_pilon","g9485",0,0,1,1
"chrIV_pilon","g9486",6,3,4,9
"chrIV_pilon","g9487",4066,2887,2399,1204
"chrIV_pilon","g9488",28,10,13,12
"chrIV_pilon","g9489",1,1,1,2
"chrIV_pilon","g9490",35,15,31,22
"chrIV_pilon","g9491",6,18,11,47
"chrIV_pilon","g9492",294,251,221,219
"chrIV_pilon","g9493",29,43,21,29
"chrIV_pilon","g9494",2814,3239,1788,1728
"chrIV_pilon","g9495",120,142,86,144
"chrIV_pilon","g9496",117,128,73,68
"chrIV_pilon","g9497",114,124,64,78
"chrIV_pilon","g9498",289,365,176,211
"chrIV_pilon","g9499",20,26,28,22
"chrIV_pilon","g9500",815,853,607,951
"chrIV_pilon","g9501",219,259,103,122
"chrIV_pilon","g9502",5,10,4,5
"chrIV_pilon","g9503",53,54,58,83
"chrIV_pilon","g9504",7,7,11,8
"chrIV_pilon","g9505",234,285,171,168
"chrIV_pilon","g9506",2891,3304,2213,2552
"chrIV_pilon","g9507",481,484,409,421
"chrIV_pilon","g9508",97,62,75,54
"chrIV_pilon","g9509",96,80,88,73
"chrIV_pilon","g9510",36,38,22,26
"chrIV_pilon","g9511",168,188,105,126
"chrIV_pilon","g9512",0,0,0,0
"chrIV_pilon","g9513",11,9,18,16
"chrIV_pilon","g9514",0,1,0,1
"chrIV_pilon","g9515",17,2,2,8
"chrIV_pilon","g9516",3,3,2,1
"chrIV_pilon","g9517",0,0,0,0
"chrIV_pilon","g9518",0,0,0,0
"chrIV_pilon","g9519",367,398,288,337
"chrIV_pilon","g9520",0,4,18,22
"chrIV_pilon","g9521",1,0,1,0
"chrIV_pilon","g9522",3,2,3,8
"chrIV_pilon","g9523",4,2,1,2
"chrIV_pilon","g9524",51,38,31,50
"chrIV_pilon","g9525",262,295,204,215
"chrIV_pilon","g9526",293,318,250,310
"chrIV_pilon","g9527",4,3,1,3
"chrIV_pilon","g9528",18,20,18,30
"chrIV_pilon","g9529",0,0,0,0
"chrIV_pilon","g9530",1,1,1,1
"chrIV_pilon","g9531",1,0,0,1
"chrIV_pilon","g9532",1,0,0,0
"chrIV_pilon","g9533",3,7,17,11
"chrIV_pilon","g9534",0,0,0,0
"chrIV_pilon","g9535",1,0,1,1
"chrIV_pilon","g9536",0,0,0,0
"chrIV_pilon","g9537",4,15,4,37
"chrIV_pilon","g9538",24,24,19,16
"chrIV_pilon","g9539",10,12,12,14
"chrIV_pilon","g9540",29,36,22,18
"chrIV_pilon","g9541",3974,4693,4499,4863
"chrIV_pilon","g9542",278,355,222,262
"chrIV_pilon","g9543",55,50,30,27
"chrIV_pilon","g9544",2,0,0,0
"chrIV_pilon","g9545",1,6,1,4
"chrIV_pilon","g9546",11,17,77,90
"chrIV_pilon","g9547",0,0,0,0
"chrIV_pilon","g9548",10,10,7,10
"chrIV_pilon","g9549",6,16,4,36
"chrIV_pilon","g9550",0,2,0,1
"chrIV_pilon","g9551",14,22,16,26
"chrIV_pilon","g9552",0,0,0,0
"chrIV_pilon","g9553",0,0,0,0
"chrIV_pilon","g9554",0,0,0,0
"chrIV_pilon","g9555",0,2,0,1
"chrIV_pilon","g9556",25,25,13,25
"chrIV_pilon","g9557",0,0,0,0
"chrIV_pilon","g9558",0,1,0,0
"chrIV_pilon","g9559",27,19,15,25
"chrIV_pilon","g9560",0,0,0,0
"chrIV_pilon","g9561",0,1,0,0
"chrIV_pilon","g9562",1,1,2,4
"chrIV_pilon","g9563",799,169,444,167
"chrIV_pilon","g9564",37,58,33,38
"chrIV_pilon","g9565",1,2,0,0
"chrIV_pilon","g9566",88,122,71,65
"chrIV_pilon","g9567",4,13,8,24
"chrIV_pilon","g9568",29,36,24,27
"chrIV_pilon","g9569",1,2,1,0
"chrIV_pilon","g9570",165,175,113,132
"chrIV_pilon","g9571",220,294,146,151
"chrIV_pilon","g9572",259,278,141,150
"chrIV_pilon","g9573",198,203,123,132
"chrIV_pilon","g9574",126,144,55,81
"chrIV_pilon","g9575",37,40,16,19
"chrIV_pilon","g9576",156,231,142,148
"chrIV_pilon","g9577",12,9,9,13
"chrIV_pilon","g9578",9,27,7,9
"chrIV_pilon","g9579",101,94,51,92
"chrIV_pilon","g9580",2,2,1,9
"chrIV_pilon","g9581",218,214,133,158
"chrIV_pilon","g9582",6,6,4,3
"chrIV_pilon","g9583",49,72,37,47
"chrIV_pilon","g9584",471,475,371,416
"chrIV_pilon","g9585",0,0,0,0
"chrIV_pilon","g9586",0,0,0,0
"chrIV_pilon","g9587",0,0,0,0
"chrIV_pilon","g9588",0,0,0,0
"chrIV_pilon","g9589",0,0,0,0
"chrIV_pilon","g9590",0,0,0,0
"chrIV_pilon","g9591",0,0,0,0
"chrIV_pilon","g9592",0,0,0,0
"chrIV_pilon","g9593",0,0,0,0
"chrIV_pilon","g9594",2,1,3,0
"chrIV_pilon","g9595",1,2,1,3
"chrIV_pilon","g9596",0,1,1,0
"chrIV_pilon","g9597",0,2,0,1
"chrIV_pilon","g9598",3,4,2,11
"chrIV_pilon","g9599",1,0,0,6
"chrIV_pilon","g9600",64,49,74,78
"chrIV_pilon","g9601",300,327,234,352
"chrIV_pilon","g9602",23,26,16,13
"chrIV_pilon","g9603",90,70,62,74
"chrIV_pilon","g9604",54,77,41,48
"chrIV_pilon","g9605",36,52,45,46
"chrIV_pilon","g9606",187,201,106,122
"chrIV_pilon","g9607",228,279,150,199
"chrIV_pilon","g9608",495,468,375,380
"chrIV_pilon","g9609",0,0,0,0
"chrIV_pilon","g9610",6,8,10,21
"chrIV_pilon","g9611",16,20,11,19
"chrIV_pilon","g9612",0,2,0,0
"chrIV_pilon","g9613",4,1,1,0
"chrIV_pilon","g9614",354,361,231,259
"chrIV_pilon","g9615",332,376,221,209
"chrIV_pilon","g9616",145,181,101,105
"chrIV_pilon","g9617",0,1,2,3
"chrIV_pilon","g9618",314,472,236,285
"chrIV_pilon","g9619",1164,1286,894,1052
"chrIV_pilon","g9620",111,143,88,132
"chrIV_pilon","g9621",76,81,44,55
"chrIV_pilon","g9622",1,3,0,0
"chrIV_pilon","g9623",0,0,1,1
"chrIV_pilon","g9624",531,399,489,699
"chrIV_pilon","g9625",0,1,0,0
"chrIV_pilon","g9626",0,0,0,0
"chrIV_pilon","g9627",3909,3217,3178,3415
"chrIV_pilon","g9628",1960,1799,1593,1606
"chrIV_pilon","g9629",0,3,0,1
"chrIV_pilon","g9630",16,6,5,1
"chrIV_pilon","g9631",0,0,1,0
"chrIV_pilon","g9632",0,1,0,0
"chrIV_pilon","g9633",248,232,151,160
"chrIV_pilon","g9634",145,172,91,121
"chrIV_pilon","g9635",24,38,17,26
"chrIV_pilon","g9636",71,94,51,56
"chrIV_pilon","g9637",241,188,153,207
"chrIV_pilon","g9638",137,88,71,89
"chrIV_pilon","g9639",33,17,23,14
"chrIV_pilon","g9640",15,18,14,25
"chrIV_pilon","g9641",0,3,1,4
"chrIV_pilon","g9642",0,0,0,0
"chrIV_pilon","g9643",14,36,20,22
"chrIV_pilon","g9644",0,0,0,0
"chrIV_pilon","g9645",279,281,184,229
"chrIV_pilon","g9646",0,0,2,0
"chrIV_pilon","g9647",3,1,2,1
"chrIV_pilon","g9648",1,1,3,5
"chrIV_pilon","g9649",0,0,0,0
"chrIV_pilon","g9650",5,4,4,9
"chrIV_pilon","g9651",0,0,1,0
"chrIV_pilon","g9652",0,0,0,1
"chrIV_pilon","g9653",0,0,0,0
"chrIV_pilon","g9654",1,1,4,0
"chrIV_pilon","g9655",0,0,0,0
"chrIV_pilon","g9656",9,3,2,4
"chrIV_pilon","g9657",0,0,0,0
"chrIV_pilon","g9658",1,0,0,1
"chrIV_pilon","g9659",67,81,41,62
"chrIV_pilon","g9660",735,772,572,623
"chrIV_pilon","g9661",365,363,304,384
"chrIV_pilon","g9662",836,708,629,781
"chrIV_pilon","g9663",0,0,0,0
"chrIV_pilon","g9664",0,0,0,0
"chrIV_pilon","g9665",234,295,222,240
"chrIV_pilon","g9666",12,61,14,102
"chrIV_pilon","g9667",3,2,0,4
"chrIV_pilon","g9668",12,48,25,61
"chrIV_pilon","g9669",9,7,6,6
"chrIV_pilon","g9670",24,51,33,35
"chrIV_pilon","g9671",344,435,284,357
"chrIV_pilon","g9672",98,115,55,58
"chrIV_pilon","g9673",0,2,0,1
"chrIV_pilon","g9674",1,0,2,0
"chrIV_pilon","g9675",14,12,11,8
"chrIV_pilon","g9676",4,3,4,4
"chrIV_pilon","g9677",316,358,310,375
"chrIV_pilon","g9678",0,0,0,0
"chrIV_pilon","g9679",1,0,0,0
"chrIV_pilon","g9680",102,91,74,102
"chrIV_pilon","g9681",4170,2448,2668,1280
"chrIV_pilon","g9682",3,10,9,19
"chrIV_pilon","g9683",0,0,0,0
"chrIV_pilon","g9684",256,289,171,203
"chrIV_pilon","g9685",241,257,156,191
"chrIV_pilon","g9686",9,5,48,21
"chrIV_pilon","g9687",0,0,0,0
"chrIV_pilon","g9688",0,0,0,0
"chrIV_pilon","g9689",3,1,2,1
"chrIV_pilon","g9690",3,6,1,8
"chrIV_pilon","g9691",7,14,12,14
"chrIV_pilon","g9692",8,96,10,263
"chrIV_pilon","g9693",15,20,16,17
"chrIV_pilon","g9694",5,5,36,32
"chrIV_pilon","g9695",20,15,35,56
"chrIV_pilon","g9696",3,12,26,30
"chrIV_pilon","g9697",0,2,2,2
"chrIV_pilon","g9698",2,4,5,6
"chrIV_pilon","g9699",24,27,118,92
"chrIV_pilon","g9700",0,0,1,1
"chrIV_pilon","g9701",856,779,651,830
"chrIV_pilon","g9702",5,7,13,5
"chrIV_pilon","g9703",345,412,222,256
"chrIV_pilon","g9704",73,90,47,64
"chrIV_pilon","g9705",200,221,109,134
"chrIV_pilon","g9706",13,26,12,38
"chrIV_pilon","g9707",19,20,24,23
"chrIV_pilon","g9708",5,9,6,7
"chrIV_pilon","g9709",0,0,0,0
"chrIV_pilon","g9710",5,7,7,9
"chrIV_pilon","g9711",5,14,3,4
"chrIV_pilon","g9712",6,9,7,20
"chrIV_pilon","g9713",6,12,4,18
"chrIV_pilon","g9714",130,141,97,143
"chrIV_pilon","g9715",261,312,186,191
"chrIV_pilon","g9716",1,1,0,6
"chrIV_pilon","g9717",0,1,1,1
"chrIV_pilon","g9718",1,3,0,6
"chrIV_pilon","g9719",3,5,4,12
"chrIV_pilon","g9720",890,978,743,763
"chrIV_pilon","g9721",1121,1505,1096,1152
"chrIV_pilon","g9722",3,14,2,11
"chrIV_pilon","g9723",1177,273,565,313
"chrIV_pilon","g9724",0,0,1,1
"chrIV_pilon","g9725",1,2,1,6
"chrIV_pilon","g9726",480,487,305,391
"chrIV_pilon","g9727",162,176,127,133
"chrIV_pilon","g9728",771,810,595,709
"chrIV_pilon","g9729",22,23,20,31
"chrIV_pilon","g9730",11,14,17,19
"chrIV_pilon","g9731",0,0,0,0
"chrIV_pilon","g9732",0,0,0,0
"chrIV_pilon","g9733",0,0,0,2
"chrIV_pilon","g9734",21,26,22,28
"chrIV_pilon","g9735",4,8,3,10
"chrIV_pilon","g9736",7,12,6,21
"chrIV_pilon","g9737",7,23,12,65
"chrIV_pilon","g9738",7,15,7,23
"chrIV_pilon","g9739",3,7,2,2
"chrIV_pilon","g9740",67,50,25,37
"chrIV_pilon","g9741",1103,946,751,875
"chrIV_pilon","g9742",0,0,0,0
"chrIV_pilon","g9743",238,198,162,256
"chrIV_pilon","g9744",13,14,9,17
"chrIV_pilon","g9745",330,264,229,249
"chrIV_pilon","g9746",53,61,20,39
"chrIV_pilon","g9747",163,224,150,157
"chrIV_pilon","g9748",149,191,114,144
"chrIV_pilon","g9749",90,107,60,61
"chrIV_pilon","g9750",133,187,98,117
"chrIV_pilon","g9751",32,50,20,25
"chrIV_pilon","g9752",2,3,4,2
"chrIV_pilon","g9753",125,174,97,104
"chrIV_pilon","g9754",3,7,2,10
"chrIV_pilon","g9755",0,0,1,1
"chrIV_pilon","g9756",277,283,209,245
"chrIV_pilon","g9757",595,592,382,519
"chrIV_pilon","g9758",327,320,241,346
"chrIV_pilon","g9759",2,2,0,2
"chrIV_pilon","g9760",9,3,7,11
"chrIV_pilon","g9761",0,0,0,0
"chrIV_pilon","g9762",2,2,0,2
"chrIV_pilon","g9763",153,117,150,187
"chrIV_pilon","g9764",1,1,2,0
"chrIV_pilon","g9765",2,5,1,2
"chrIV_pilon","g9766",0,1,0,1
"chrIV_pilon","g9767",228,250,74,74
"chrIV_pilon","g9768",2,2,0,0
"chrIV_pilon","g9769",4,2,1,5
"chrIV_pilon","g9770",0,1,0,1
"chrIV_pilon","g9771",15,12,5,3
"chrIV_pilon","g9772",0,0,0,0
"chrIV_pilon","g9773",113,79,94,82
"chrIV_pilon","g9774",1,0,0,2
"chrIV_pilon","g9775",34,30,37,29
"chrIV_pilon","g9776",4,2,1,8
"chrIV_pilon","g9777",0,1,0,1
"chrIV_pilon","g9778",416,393,303,378
"chrIV_pilon","g9779",279,304,184,220
"chrIV_pilon","g9780",0,0,0,0
"chrIV_pilon","g9781",381,357,290,420
"chrIV_pilon","g9782",2,1,0,1
"chrIV_pilon","g9783",0,0,0,0
"chrIV_pilon","g9784",0,0,0,0
"chrIV_pilon","g9785",1,0,1,0
"chrIV_pilon","g9786",140,180,109,126
"chrIV_pilon","g9787",61,64,29,53
"chrIV_pilon","g9788",33,41,31,34
"chrIV_pilon","g9789",3,6,3,5
"chrIV_pilon","g9790",685,614,472,477
"chrIV_pilon","g9791",309,281,211,220
"chrIV_pilon","g9792",19,32,11,66
"chrIV_pilon","g9793",1,2,1,1
"chrIV_pilon","g9794",149,194,128,130
"chrIV_pilon","g9795",55,80,48,70
"chrIV_pilon","g9796",69,70,69,97
"chrIV_pilon","g9797",100,111,70,77
"chrIV_pilon","g9798",406,440,163,167
"chrIV_pilon","g9799",884,890,570,542
"chrIV_pilon","g9800",139,168,93,99
"chrIV_pilon","g9801",2,1,0,1
"chrIV_pilon","g9802",80,55,51,55
"chrIV_pilon","g9803",22,19,18,26
"chrIV_pilon","g9804",14,13,16,22
"chrIV_pilon","g9805",1,5,1,2
"chrIV_pilon","g9806",1,0,49,43
"chrIV_pilon","g9807",0,1,56,41
"chrIV_pilon","g9808",0,5,0,4
"chrIV_pilon","g9809",20,25,60,49
"chrIV_pilon","g9810",0,0,0,0
"chrIV_pilon","g9811",0,0,0,0
"chrIV_pilon","g9812",5,2,3,2
"chrIV_pilon","g9813",181,180,162,164
"chrIV_pilon","g9814",1937,1975,1359,1323
"chrIV_pilon","g9815",348,294,225,295
"chrIV_pilon","g9816",26,18,31,13
"chrIV_pilon","g9817",4,0,0,1
"chrIV_pilon","g9818",0,1,0,0
"chrIV_pilon","g9819",2,0,0,0
"chrIV_pilon","g9820",0,0,0,0
"chrIV_pilon","g9821",3,3,5,2
"chrIV_pilon","g9822",0,0,0,0
"chrIV_pilon","g9823",0,0,0,0
"chrIV_pilon","g9824",2,0,0,0
"chrIV_pilon","g9825",0,0,0,0
"chrIV_pilon","g9826",133,155,87,118
"chrIV_pilon","g9827",62,54,34,48
"chrIV_pilon","g9828",37,64,46,36
"chrIV_pilon","g9829",57,82,65,75
"chrIV_pilon","g9830",6,15,6,21
"chrIV_pilon","g9831",5,5,18,24
"chrIV_pilon","g9832",15,12,7,10
"chrIV_pilon","g9833",244,236,112,122
"chrIV_pilon","g9834",64,52,107,95
"chrIV_pilon","g9835",135,141,87,111
"chrIV_pilon","g9836",20,22,10,43
"chrIV_pilon","g9837",278,307,241,271
"chrIV_pilon","g9838",3,0,0,3
"chrIV_pilon","g9839",57,60,50,54
"chrIV_pilon","g9840",107,112,77,143
"chrIV_pilon","g9841",101,110,77,92
"chrIV_pilon","g9842",49,47,37,56
"chrIV_pilon","g9843",197,258,383,401
"chrIV_pilon","g9844",13,14,10,10
"chrIV_pilon","g9845",25,33,16,10
"chrIV_pilon","g9846",209,210,133,94
"chrIV_pilon","g9847",275,295,248,259
"chrIV_pilon","g9848",0,0,0,0
"chrIV_pilon","g9849",3,1,0,0
"chrIV_pilon","g9850",3,0,1,8
"chrIV_pilon","g9851",1,1,5,2
"chrIV_pilon","g9852",0,0,0,0
"chrIV_pilon","g9853",0,0,0,0
"chrIV_pilon","g9854",193,251,201,287
"chrIV_pilon","g9855",0,1,0,0
"chrIV_pilon","g9856",1,1,0,1
"chrIV_pilon","g9857",98,136,50,75
"chrIV_pilon","g9858",492,475,401,415
"chrIV_pilon","g9859",7,11,10,9
"chrIV_pilon","g9860",9,5,6,8
"chrIV_pilon","g9861",0,1,1,0
"chrIV_pilon","g9862",5,13,19,8
"chrIV_pilon","g9863",19,8,12,8
"chrIV_pilon","g9864",1,8,3,13
"chrIV_pilon","g9865",0,0,0,0
"chrIV_pilon","g9866",1,0,2,1
"chrIV_pilon","g9867",0,0,1,2
"chrIV_pilon","g9868",11,6,64,40
"chrIV_pilon","g9869",10,5,30,7
"chrIV_pilon","g9870",2,0,2,1
"chrIV_pilon","g9871",5,1,10,2
"chrIV_pilon","g9872",0,1,4,0
"chrIV_pilon","g9873",1,0,1,0
"chrIV_pilon","g9874",7,3,10,7
"chrIV_pilon","g9875",48,51,100,99
"chrIV_pilon","g9876",53,20,35,50
"chrIV_pilon","g9877",1,4,2,4
"chrIV_pilon","g9878",1,4,2,4
"chrIV_pilon","g9879",2,0,0,0
"chrIV_pilon","g9880",14,46,52,44
"chrIV_pilon","g9881",8,5,5,6
"chrIV_pilon","g9882",280,305,206,238
"chrIV_pilon","g9883",3,2,2,4
"chrIV_pilon","g9884",296,346,239,275
"chrIV_pilon","g9885",528,556,422,451
"chrIV_pilon","g9886",10,13,13,14
"chrIV_pilon","g9887",13,48,17,12
"chrIV_pilon","g9888",9,13,7,16
"chrIV_pilon","g9889",28,33,16,23
"chrIV_pilon","g9890",82,109,48,68
"chrIV_pilon","g9891",321,344,184,206
"chrIV_pilon","g9892",316,394,177,237
"chrIV_pilon","g9893",25,32,23,34
"chrIV_pilon","g9894",0,0,0,0
"chrIV_pilon","g9895",1,0,5,6
"chrIV_pilon","g9896",7,13,4,22
"chrIV_pilon","g9897",0,0,0,0
"chrIV_pilon","g9898",269,244,219,359
"chrIV_pilon","g9899",51,36,32,32
"chrIV_pilon","g9900",1,0,0,0
"chrIV_pilon","g9901",125,123,97,60
"chrIV_pilon","g9902",0,3,0,2
"chrIV_pilon","g9903",62,51,58,41
"chrIV_pilon","g9904",2022,1591,1619,1690
"chrIV_pilon","g9905",0,0,0,0
"chrIV_pilon","g9906",54,51,48,46
"chrIV_pilon","g9907",1,1,1,1
"chrIV_pilon","g9908",0,0,1,0
"chrIV_pilon","g9909",35,24,33,10
"chrIV_pilon","g9910",0,1,1,0
"chrIV_pilon","g9911",0,0,0,0
"chrIV_pilon","g9912",0,0,0,0
"chrIV_pilon","g9913",18,39,21,64
"chrIV_pilon","g9914",25,29,18,30
"chrIV_pilon","g9915",1358,1131,997,1389
"chrIV_pilon","g9916",0,2,1,1
"chrIV_pilon","g9917",1,1,0,0
"chrIV_pilon","g9918",17,21,17,6
"chrIV_pilon","g9919",0,0,0,3
"chrIV_pilon","g9920",2,1,0,1
"chrIV_pilon","g9921",0,0,0,0
"chrIV_pilon","g9922",1,0,0,1
"chrIV_pilon","g9923",1,0,0,0
"chrIV_pilon","g9924",0,0,0,1
"chrIV_pilon","g9925",1,0,1,1
"chrIV_pilon","g9926",328,361,279,318
"chrIV_pilon","g9927",276,330,234,335
"chrIV_pilon","g9928",35,38,26,32
"chrIV_pilon","g9929",494,503,379,499
"chrIV_pilon","g9930",0,0,1,0
"chrIV_pilon","g9931",43,33,16,19
"chrIV_pilon","g9932",16,13,14,43
"chrIV_pilon","g9933",3,8,4,12
"chrIV_pilon","g9934",3,3,3,2
"chrIV_pilon","g9935",2740,3045,2181,2362
"chrIV_pilon","g9936",2,6,0,34
"chrIV_pilon","g9937",0,0,0,0
"chrIV_pilon","g9938",0,0,0,0
"chrIV_pilon","g9939",0,5,2,6
"chrIV_pilon","g9940",0,0,0,0
"chrIV_pilon","g9941",0,0,1,0
"chrIV_pilon","g9942",32,35,42,36
"chrIV_pilon","g9943",11,28,17,15
"chrIV_pilon","g9944",0,0,0,0
"chrIV_pilon","g9945",0,1,1,0
"chrIV_pilon","g9946",0,0,1,1
"chrIV_pilon","g9947",0,0,0,0
"chrIV_pilon","g9948",48,71,33,53
"chrIV_pilon","g9949",1504,1513,1245,1531
"chrIV_pilon","g9950",1,1,0,2
"chrIV_pilon","g9951",0,0,0,0
"chrIV_pilon","g9952",83,94,77,166
"chrIV_pilon","g9953",0,0,0,0
"chrIV_pilon","g9954",0,0,0,2
"chrIV_pilon","g9955",789,784,600,686
"chrIV_pilon","g9956",288,382,200,255
"chrIV_pilon","g9957",115,126,91,107
"chrIV_pilon","g9958",57,64,59,75
"chrIV_pilon","g9959",789,913,502,490
"chrIV_pilon","g9960",0,0,0,0
"chrIV_pilon","g9961",14,9,9,10
"chrIV_pilon","g9962",601,686,423,398
"chrIV_pilon","g9963",1,2,2,0
"chrIV_pilon","g9964",0,0,0,0
"chrIV_pilon","g9965",0,0,1,0
"chrIV_pilon","g9966",0,0,0,0
"chrIV_pilon","g9967",18,31,5,57
"chrIV_pilon","g9968",321,114,136,53
"chrIV_pilon","g9969",9,9,4,31
"chrIV_pilon","g9970",0,1,1,0
"chrIV_pilon","g9971",0,1,0,1
"chrIV_pilon","g9972",0,0,0,1
"chrIV_pilon","g9973",0,0,0,0
"chrIV_pilon","g9974",5,1,4,1
"chrIV_pilon","g9975",7,7,6,5
"chrIV_pilon","g9976",0,0,0,0
"chrIV_pilon","g9977",0,0,0,0
"chrIV_pilon","g9978",0,0,0,0
"chrIV_pilon","g9979",0,0,0,0
"chrIV_pilon","g9980",0,0,0,0
"chrIV_pilon","g9981",0,0,0,0
